,0
246,0.04832004309355198
247,0.047351217610308395
248,0.05448764932476381
249,0.05372185631154462
250,0.048654066344527735
251,0.04885647835016643
252,0.04885779862087026
253,0.045317580580776826
254,0.04388386269705038
255,0.04632828826108259
256,0.0529668395300608
257,0.05434636779043584
258,0.04888907518444449
259,0.04633950139715539
260,0.04539182381208358
261,0.04422889418290383
262,0.042384872719326366
263,0.04461658635943359
264,0.042134904390111985
265,0.039895748712412936
266,0.051161732796716666
267,0.04394830274817578
268,0.042547223726384656
269,0.03908372187208566
270,0.04298421604694867
271,0.04089644516908749
272,0.04090152161256223
273,0.03878375228324609
274,0.04135534437327251
275,0.05143899867850172
276,0.03881654053320929
277,0.03900275054965158
278,0.03846467595254897
279,0.04409338732724135
280,0.037037162058043124
281,0.03862199647160823
282,0.03965959596084016
283,0.0373756596179273
284,0.036863173317739036
285,0.037621097732284184
286,0.03745637340639922
287,0.0383897092170862
288,0.038654838270829446
289,0.03413653753407377
290,0.03828891170738426
291,0.03923262821849004
292,0.03399797771606781
293,0.03466265048383684
294,0.03524275129801097
295,0.032657940658745305
296,0.03406817725829408
297,0.032284322379383
298,0.033658808499230974
299,0.04272351560849269
300,0.03559301843491313
301,0.032739799799073335
302,0.03106540300766234
303,0.03407729791455842
304,0.03532137234481988
305,0.030802932301436985
306,0.03281202740488571
307,0.03337399191021068
308,0.030554347480803254
309,0.029452773517857928
310,0.029388151739666187
311,0.02940975631219486
312,0.029264863279741718
313,0.03249190994044832
314,0.03125429048700558
315,0.03057462497440948
316,0.03553888393194711
317,0.0291885889735214
318,0.02904909616770946
319,0.02879506293919504
320,0.030164472484640995
321,0.0323972856520559
322,0.02850163421547066
323,0.02585924201977901
324,0.028313307366745605
325,0.031363351602989
326,0.034413289788134606
327,0.029863340523398754
328,0.035171842129920486
329,0.03196475899919974
330,0.028376788506463357
331,0.02644568259476437
332,0.023992314042788426
333,0.024116678463109963
334,0.02498183886733833
335,0.023647851959681
336,0.029479241515174795
337,0.02549177522779755
338,0.024391405533984886
339,0.02264340666216327
340,0.02701445191460347
341,0.02260729351389349
342,0.022562267621881946
343,0.026850919812541292
344,0.027821907952616073
345,0.0245637760130931
346,0.027624723087752802
347,0.024176959478220135
348,0.028176937438445324
349,0.023413195706932576
350,0.022073353469404526
351,0.021897539340945668
352,0.024886705533676525
353,0.02077863296265788
354,0.020948107330305506
355,0.020344239024916957
356,0.02048118084358161
357,0.024570661740667018
358,0.024351662819625124
359,0.029146661606547206
360,0.03256823687943569
361,0.024388331099567277
362,0.02445203429195398
363,0.02391512979196363
364,0.025785560335581412
365,0.019745804725408163
366,0.01898015638683472
367,0.020494258645993548
368,0.023050023067920564
369,0.02296255971624719
370,0.01958882527191648
371,0.023160561567345275
372,0.018251286568974217
373,0.02084748421574215
374,0.02314185205885894
375,0.02064241229145819
376,0.017698557150357376
377,0.019921497877059175
378,0.017446910464325036
379,0.018791518978598615
380,0.022133142459791876
381,0.016992918021858296
382,0.01690261381003701
383,0.01715018446795041
384,0.02169295603727522
385,0.016593780444258847
386,0.0191261764413246
387,0.016933700659980754
388,0.016606125315750515
389,0.021853103145408736
390,0.01874419793134728
391,0.015947228274065212
392,0.016122754886214515
393,0.015822109712603852
394,0.015643728100160268
395,0.023506014769971533
396,0.02080696457889563
397,0.015425859343409865
398,0.015381095044106195
399,0.015752022505984863
400,0.015071560169955258
401,0.014841668099115865
402,0.014809448204480442
403,0.016517848905660763
404,0.01684278737444723
405,0.017952136846769648
406,0.014304627696607612
407,0.014356463378369972
408,0.01415402623469328
409,0.014320379557811186
410,0.019522421311572776
411,0.029778421350654043
412,0.028033073494422574
413,0.015596385318980251
414,0.013661771079853693
415,0.017645211353333426
416,0.02006859598678262
417,0.015698288116790252
418,0.027732645921953295
419,0.023050726932984406
420,0.013816987990285589
421,0.013105148669457056
422,0.014115217817412307
423,0.021260796504515594
424,0.013007525622615573
425,0.018538966275780232
426,0.012720058541714261
427,0.012603505242990308
428,0.020363896708773886
429,0.012367591302778484
430,0.012233264887483483
431,0.01716782403869461
432,0.012198501861337644
433,0.015087225619153228
434,0.012099656477398692
435,0.025287092681247934
436,0.022782789227204427
437,0.014313352952482672
438,0.020700592447413905
439,0.011564787111067627
440,0.016379525018615556
441,0.011429713886560548
442,0.01624101704781295
443,0.01172838520047954
444,0.0157886525551609
445,0.015146368352480474
446,0.012443374631694227
447,0.011055654382260536
448,0.014697677941194018
449,0.011001122907777857
450,0.010886372477716302
451,0.010672977506165188
452,0.011733714464534318
453,0.010753722979039166
454,0.010442752094467808
455,0.01046061895497221
456,0.010346785539588321
457,0.01032917843880986
458,0.016470666641327524
459,0.010593427399368747
460,0.011773001028246306
461,0.009985486993679694
462,0.013472100393514198
463,0.009871225707940778
464,0.00978413549901888
465,0.026415736907003738
466,0.02723404288881104
467,0.017689069112141926
468,0.01392545443455771
469,0.013459289420901388
470,0.012002319637593956
471,0.010586033673943692
472,0.01293511419490037
473,0.012159596296014005
474,0.009266610855194712
475,0.01264382560851481
476,0.009209151061140267
477,0.01232251853880026
478,0.008988656950546842
479,0.012452274806416997
480,0.011695593153625186
481,0.017910762516631325
482,0.02000686848706953
483,0.00965238180479985
484,0.008644948746724682
485,0.008813652738249609
486,0.012365825093754827
487,0.009809239495919995
488,0.01224173221661454
489,0.008397156821706019
490,0.008313242384917392
491,0.011073144434049586
492,0.009093139539506002
493,0.017383153853607596
494,0.008745851783815286
495,0.008292812491955829
496,0.008686390897194675
497,0.007905974746863309
498,0.019240774210176254
499,0.007804888411578996
500,0.007706183905394636
501,0.0077393153157619115
502,0.0087113540163412
503,0.0077800572671319415
504,0.010667162501897084
505,0.007461714391064212
506,0.01736700999612405
507,0.010517133977765372
508,0.011940176836544835
509,0.00731670090551235
510,0.01840682922648179
511,0.0076679636134609035
512,0.01038611504744855
513,0.007478570492957595
514,0.009326124636436936
515,0.007493752296778738
516,0.0069824027072460295
517,0.00885796533843307
518,0.011500234986189498
519,0.007043530560011133
520,0.0067029164296987616
521,0.016583399220130916
522,0.015545821988536787
523,0.006887957003665193
524,0.007031564330216753
525,0.007770914876938913
526,0.01908798207299255
527,0.00649091583369264
528,0.01085763184465202
529,0.012562137982925173
530,0.009072302200845282
531,0.0183374608106367
532,0.0110995723676184
533,0.006404954217934857
534,0.006173191981810518
535,0.006956350273119755
536,0.01231131221094608
537,0.006205886618767644
538,0.005942923887819461
539,0.005950569517333582
540,0.009735813381775338
541,0.005870681356297032
542,0.011404405119391604
543,0.02162622737727409
544,0.00696568224601599
545,0.014833762971730367
546,0.005596579855971779
547,0.005745850049290665
548,0.005562609463586446
549,0.007117015853286902
550,0.005432878334007703
551,0.005339250140370804
552,0.006934263888196197
553,0.005301430485917604
554,0.023689603098534674
555,0.011844321307999821
556,0.012693885392634703
557,0.007735219910405352
558,0.0187300635457759
559,0.0061234846539316694
560,0.005073313265302429
561,0.005067434630375652
562,0.01705894491163209
563,0.01062482742736917
564,0.004878109592058579
565,0.010818503441095745
566,0.009409209517971754
567,0.005128443077460283
568,0.017762240703651892
569,0.009513849743377501
570,0.004714514383046853
571,0.0054812606778006055
572,0.004583425799416422
573,0.004626032678980149
574,0.01654897110597044
575,0.010779747394727259
576,0.005559018390117145
577,0.004431948172136167
578,0.012403313764041102
579,0.0098569588239608
580,0.006655240569515323
581,0.004894857809872237
582,0.004334036037857751
583,0.00487559526455003
584,0.007230811561613801
585,0.004186763271141157
586,0.004185168576855898
587,0.004204041482589194
588,0.00546151108299226
589,0.007270940773307721
590,0.0042735759142268695
591,0.0040192643343125774
592,0.004407279901226951
593,0.015337531871680438
594,0.003945589982042726
595,0.003992759415502407
596,0.012009772018440997
597,0.0038816377659671455
598,0.0062371033485743585
599,0.004088742729073891
600,0.0037377528735793994
601,0.0036873411569275875
602,0.005432316394116707
603,0.0037068812680859805
604,0.003972911363378584
605,0.003591802472403127
606,0.0036417166653863026
607,0.010107143052261914
608,0.003563969427252261
609,0.0035235595074674052
610,0.003442222243282312
611,0.010542626043128025
612,0.0034015803203551343
613,0.003355637413665922
614,0.015093338352058826
615,0.015343516819559566
616,0.011615869960962973
617,0.0056675324919196295
618,0.006124050783495665
619,0.0032135697919415092
620,0.008940439051419153
621,0.0032412399635545373
622,0.0034269514089099395
623,0.0032149157243924506
624,0.003865112648240686
625,0.003089135980160926
626,0.003066056642736595
627,0.00303065757185859
628,0.002989519172681026
629,0.003497231602341444
630,0.008586445724093476
631,0.0029103945795485504
632,0.0029031422555872138
633,0.003017224432805421
634,0.0029849183880189564
635,0.003137075789743305
636,0.0028229032094369937
637,0.016579057671485663
638,0.0028722250873999306
639,0.0028284414334325985
640,0.006785030878225177
641,0.012629535157624213
642,0.002722768453632587
643,0.0026880083078869355
644,0.002710618401935374
645,0.002659653124738564
646,0.002752767559723956
647,0.009125044946811933
648,0.0026929343159155556
649,0.0026070245473611363
650,0.0025783870849944547
651,0.0025644532800179008
652,0.0025098157544374334
653,0.005708392277842757
654,0.0026134975921446512
655,0.0027582151820409566
656,0.0025845961803790305
657,0.0024617989596136974
658,0.012760298517888093
659,0.002450906857234446
660,0.009757514316782985
661,0.0025709802668412787
662,0.0026364281961775166
663,0.0023503918886053766
664,0.002386002537969833
665,0.00230867688568132
666,0.013556930273853116
667,0.004470951409211596
668,0.0023426320905020315
669,0.002361071365079927
670,0.0028711530548213016
671,0.00902872907794615
672,0.002213994989285163
673,0.0021731860031471485
674,0.00217625232007332
675,0.0022803023252953285
676,0.0021353605878935747
677,0.002120186639709305
678,0.0022576105326234082
679,0.002074641751955002
680,0.002097158102070087
681,0.006981198699967931
682,0.008688759633566507
683,0.002051470241724692
684,0.014928262093641939
685,0.015415702266787384
686,0.019935058015575127
687,0.01461072625333565
688,0.0029938722429270277
689,0.00457382149777525
690,0.0055301085990055255
691,0.008901321122045376
692,0.003919433329800601
693,0.0022353754143083836
694,0.011565061796503627
695,0.002233250202679621
696,0.004737767591900645
697,0.00263935625389472
698,0.001888287715503372
699,0.00192866778386811
700,0.0026569366455078125
701,0.008113640078733676
702,0.0018688104494399647
703,0.002019741324393845
704,0.001799909182134269
705,0.0017869840409322337
706,0.006703589395924233
707,0.0017639094168900265
708,0.001748015892368172
709,0.005886671767006989
710,0.0017440089938537161
711,0.0017761516413932184
712,0.0017232596383259756
713,0.019400190744080562
714,0.001719561204486074
715,0.001677516788522468
716,0.0016858767572829254
717,0.00174438501700538
718,0.001772500865083681
719,0.00928826151412637
720,0.001601766976990718
721,0.0039415621351632756
722,0.013557215695326174
723,0.0034729314989470177
724,0.001541948920746939
725,0.008395229048417337
726,0.0015214425662531425
727,0.0015113679738178285
728,0.0015808353706875194
729,0.0014923285285828208
730,0.001971562179741396
731,0.0014884441780035867
732,0.005758110079904103
733,0.0014848682920989068
734,0.0014458053521832419
735,0.002012424060501023
736,0.0015257799252253977
737,0.0014081611402868767
738,0.0013974858534853253
739,0.01547323747495581
740,0.0014515823875397918
741,0.00573630021339848
742,0.0019487284618966334
743,0.0013688153974437767
744,0.0013532214345413536
745,0.03157566380592443
746,0.0013645476917851305
747,0.001339498684342126
748,0.0013118342735294716
749,0.011881756036246235
750,0.01696600382436703
751,0.004129931404327443
752,0.001285632058593482
753,0.0013074057891694876
754,0.001267059238188742
755,0.02308770786727411
756,0.001255584771262624
757,0.006468879724845069
758,0.001300100570586538
759,0.0012297716722064198
760,0.006496574510786966
761,0.0012570438248845394
762,0.00306250484745166
763,0.001195948965794303
764,0.0012862568435794636
765,0.015282755563181878
766,0.010471426740182355
767,0.0011827583040659537
768,0.001276654113065666
769,0.001235242337724915
770,0.0031361331133185214
771,0.002598980898912106
772,0.0013436349390104274
773,0.0011624310580928662
774,0.0011295227478127895
775,0.001252511122408704
776,0.0010992926859973487
777,0.0011061983145180146
778,0.0015005004857674461
779,0.002432086322413638
780,0.0010729694942535116
781,0.001121926346956407
782,0.0010768103769753805
783,0.005424890198725911
784,0.001049233949295706
785,0.0011184504894945792
786,0.0012476746686404384
787,0.0010366843075362096
788,0.0010312398274739583
789,0.004244879796438202
790,0.0009929273627342463
791,0.0009862804465212709
792,0.0009817959252849246
793,0.0009854158027560944
794,0.0009966687407223882
795,0.0010223933329364875
796,0.0009560132013579635
797,0.0009464303717909116
798,0.001097159095022588
799,0.0010280053999187002
800,0.0009577739114358096
801,0.004380767126779908
802,0.0010030443756086757
803,0.0034671974077387082
804,0.017362008050272323
805,0.01081093479682298
806,0.0009294422951980582
807,0.006791930222236345
808,0.004573526649537943
809,0.0009301325438246499
810,0.0010109607627403598
811,0.0008818978860049638
812,0.0011391448555642075
813,0.021045215571077233
814,0.0008564917089387914
815,0.003126373793776385
816,0.0008531829146878003
817,0.008676824302610495
818,0.0008458331808292362
819,0.0270878363938727
820,0.011966615244296146
821,0.005405846040108779
822,0.003186627576012064
823,0.0009591083222860036
824,0.0008118978769552701
825,0.02451314826642727
826,0.0008357884398140402
827,0.004748337613168095
828,0.0008134480559649145
829,0.027096528917927458
830,0.017176836025315546
831,0.0007845906357657837
832,0.000865133956917559
833,0.0007930694864975889
834,0.0007772817512189602
835,0.0007651170356662505
836,0.0007903954277059523
837,0.0007535483010976541
838,0.0008450758974346598
839,0.0007656197964261352
840,0.0007292607667222251
841,0.0007338400793101747
842,0.0034198677192868146
843,0.024885106387863704
844,0.015025438940309025
845,0.0007176606096061359
846,0.0023925441886487077
847,0.0012882720762920014
848,0.0007030229395657434
849,0.0006889205002509782
850,0.010724495558343308
851,0.0007236099452647712
852,0.0009049023330244371
853,0.0006799147981395438
854,0.0007062605093757508
855,0.0006871053244241445
856,0.015343298956563615
857,0.004310289495008323
858,0.0006538822649600151
859,0.004391137614870778
860,0.0007049501891453014
861,0.0006754831715248104
862,0.0006554219697871619
863,0.003591229534620508
864,0.00191275435839951
865,0.0006266755759225057
866,0.0006396551828735284
867,0.0006498339934246937
868,0.0006042597779593973
869,0.0006141275052903839
870,0.0038640296177704344
871,0.003724644434183656
872,0.000787501411081866
873,0.000584136778545013
874,0.0005814836681183717
875,0.014568013584528697
876,0.0006832393036642813
877,0.0006982131949628467
878,0.0005804718620891037
879,0.0006249284822819064
880,0.0005831689640822351
881,0.000550384772864755
882,0.0005872633220205458
883,0.0006162789023753904
884,0.0007446557201571939
885,0.00193193677622561
886,0.0005654309360225537
887,0.0006415751005253381
888,0.0006020162080684119
889,0.0005371160784767984
890,0.0005472592768074718
891,0.0014683808814294386
892,0.0015772547714007156
893,0.0005285911413420039
894,0.0005071766752256659
895,0.0005133951973744895
896,0.0005072437099936505
897,0.005286751442856346
898,0.0004987062038398587
899,0.0005320863760414522
900,0.0004940179597539341
901,0.0004895287251354639
902,0.002278974722663758
903,0.000987893470625901
904,0.0005239070869290783
905,0.0004926028976985087
906,0.00048389256753350666
907,0.0004885975703114274
908,0.002228814910101013
909,0.00046897733165692787
910,0.0035659595219268043
911,0.0004703232641078691
912,0.00045810408280617194
913,0.00152805858362775
914,0.0005069483380472183
915,0.0004623932605389381
916,0.010980727579618535
917,0.0004660592244130972
918,0.00044287252661816566
919,0.0004327900785459783
920,0.0005390119055088636
921,0.0004805607300810209
922,0.00043071514299320427
923,0.0004428589101809188
924,0.0004330435537624202
925,0.0004259242519188032
926,0.0005373381311457475
927,0.00643471765492003
928,0.007658619595254796
929,0.0053027832265871684
930,0.0004206965874342523
931,0.0004118448558055327
932,0.0004080353956311565
933,0.0004256749663753604
934,0.0004301547742295828
935,0.00041963345791074614
936,0.002108494833496362
937,0.0003994811307853686
938,0.008137963225329597
939,0.0004971392661382182
940,0.0004094923544165723
941,0.0004046155750456909
942,0.00039853321726933605
943,0.0006102174929640307
944,0.00038023691528253276
945,0.00042886435494587883
946,0.0003923859195614961
947,0.0003731479885681588
948,0.005800901828788912
949,0.004593629748005581
950,0.00037592364693002215
951,0.00038146029979825217
952,0.00048134315151359146
953,0.00043795070826254463
954,0.004827106607804777
955,0.0003615666849805653
956,0.000365134191539247
957,0.0007960829088021477
958,0.0003494375816483474
959,0.00039046914416443577
960,0.0003689551733143705
961,0.006335949256222435
962,0.01831067256518997
963,0.00035996204022193334
964,0.0038315313717351388
965,0.0003685372534327164
966,0.00045541850241378795
967,0.000737396064268109
968,0.0003812225358555567
969,0.005319410991302105
970,0.00034020458977671524
971,0.0021078517186910095
972,0.00035034674068913884
973,0.0006022183597906156
974,0.0034382771424445917
975,0.008200887924102163
976,0.008060193467703185
977,0.000433720185951765
978,0.00038741696738463585
979,0.0003195683554199487
980,0.0010731386523008478
981,0.00029894992717342805
982,0.0003447901868741634
983,0.00030833793694602467
984,0.0007082066124838044
985,0.000328574057531383
986,0.00029237004572843733
987,0.0002913666190451675
988,0.0002899148973510005
989,0.00042667839305863024
990,0.0008994746116541821
991,0.0002967953878336723
992,0.0002907025558748198
993,0.0003803531787082561
994,0.0003294612207889295
995,0.00028019485599323
996,0.00030377747788657073
997,0.0018509713455191815
998,0.00028972845690254325
999,0.0003028180427697908
1000,0.0003854226830370933
1001,0.0020019325956023046
1002,0.00026966620774664503
1003,0.0002774652840343561
1004,0.00026460194050905664
1005,0.008294821440158867
1006,0.00026102710202262667
1007,0.0002696023152334097
1008,0.0005290488631171489
1009,0.0002740496531218896
1010,0.00048085610202745316
1011,0.0002820927778617947
1012,0.00028585405679668193
1013,0.0002631125117578983
1014,0.0002505728204717746
1015,0.0002521324262456669
1016,0.0007181246158907795
1017,0.005160096580677147
1018,0.00024321470726721239
1019,0.00024384944272656678
1020,0.00025511756825748216
1021,0.0007223237156540663
1022,0.00030737954924749453
1023,0.000239331927815353
1024,0.00024214319839770815
1025,0.005789842139489699
1026,0.0002426679549408378
1027,0.0002662296284691833
1028,0.00023994780974621172
1029,0.00024280726156805584
1030,0.00024906034851912155
1031,0.0002481710904250755
1032,0.0002340257069620701
1033,0.00025016642219086784
1034,0.00024624174600901803
1035,0.00023444676909847354
1036,0.00023048857553263145
1037,0.0020779793502078616
1038,0.00023439230334948603
1039,0.00028788395336471634
1040,0.00023415977649803938
1041,0.0003529191999105488
1042,0.00022377776680642075
1043,0.00024064224804580244
1044,0.00023242315703993772
1045,0.00023520614732954934
1046,0.0005392538591245581
1047,0.00022186203882761018
1048,0.00021811228149347029
1049,0.005123807727995972
1050,0.0002513332461211002
1051,0.009429084279260945
1052,0.00021373302579122478
1053,0.00021744612348662307
1054,0.00023956654950329918
1055,0.00021944669234366418
1056,0.00022308751817982908
1057,0.00021070284479466982
1058,0.0002113155844707793
1059,0.004626265205831596
1060,0.00020406326050944278
1061,0.00020467076309430343
1062,0.00025320184027867156
1063,0.00027731969289763954
1064,0.0002029393807274506
1065,0.0006047614913010322
1066,0.0002018511131659502
1067,0.0002244889637980076
1068,0.00022871634385403797
1069,0.0002018689192761961
1070,0.0001964537669249382
1071,0.00019963582356770834
1072,0.00019141882739834312
1073,0.000196267326476481
1074,0.00020182388029145644
1075,0.000728036334788256
1076,0.005911925021008697
1077,0.00019509002836375102
1078,0.00021921940258346634
1079,0.00018062727717106845
1080,0.0001951455415309883
1081,0.00018716840414081807
1082,0.00021385347888994713
1083,0.00019441025391965695
1084,0.00018447758665718526
1085,0.0001798972266509859
1086,0.00017934733206986203
1087,0.0001946385910981046
1088,0.006676472261147077
1089,0.0001734147551032228
1090,0.0001746716570029345
1091,0.00017389866233461182
1092,0.00020741395149042423
1093,0.00017160586378588773
1094,0.00019103966199193008
1095,0.00018056757433083213
1096,0.0001826969756325937
1097,0.0001719473221353094
1098,0.00016894437401324822
1099,0.00016364862734246293
1100,0.0001646750972272275
1101,0.00016012511235027115
1102,0.0010804517265206703
1103,0.0001605681702699195
1104,0.00019721523999251356
1105,0.00015939087215718957
1106,0.00017562061793721683
1107,0.0001564570536396125
1108,0.000180419888357616
1109,0.005351864198352661
1110,0.00016021937999274952
1111,0.0001692104182486872
1112,0.007479622100880354
1113,0.01655503303909092
1114,0.018183640632440858
1115,0.011991810890294117
1116,0.00014349734763533515
1117,0.0003653468174439482
1118,0.00014397706519372511
1119,0.00015437583357733988
1120,0.00014629290694394392
1121,0.00020137558528055926
1122,0.00014344602414109693
1123,0.00014285632766648218
1124,0.00014696849171503895
1125,0.00014170940468299527
1126,0.00013852734804022516
1127,0.00014684384894331754
1128,0.0012091029678839107
1129,0.00013764227961917818
1130,0.00013955696017973898
1131,0.00014001572937313376
1132,0.00013454296901813906
1133,0.00013454925352763763
1134,0.00013826444605953545
1135,0.00013371131892782985
1136,0.000194013282402998
1137,0.00013346098596613725
1138,0.00013962504236597338
1139,0.00013961352076522602
1140,0.00014230538566710856
1141,0.0013055398135575404
1142,0.00013423712288920922
1143,0.00012515705408204197
1144,0.00014984993932012802
1145,0.00013361390903060219
1146,0.0001223122661156945
1147,0.00012247985303565607
1148,0.00012396928178681443
1149,0.00037505219494622205
1150,0.0001223457834996868
1151,0.00012569752189891802
1152,0.0003587145650864695
1153,0.00012639300761675847
1154,0.00013328397228192787
1155,0.000126395102453258
1156,0.00011943291334710496
1157,0.00016069071820514142
1158,0.00011917629587591382
1159,0.00013286814723677325
1160,0.00011657555636176036
1161,0.00016202198680058605
1162,0.00012029074889365819
1163,0.00011855308201730677
1164,0.0047907098710438765
1165,0.00013549821446191997
1166,0.0004395040295269383
1167,0.0001173317923380869
1168,0.0008607714599073097
1169,0.004704476973959406
1170,0.00010897339470500412
1171,0.00010840988368663337
1172,0.008896379926452133
1173,0.002243230527472457
1174,0.00015151533433724603
1175,0.0019258690823047517
1176,0.00010600186913043572
1177,0.011378815644131722
1178,0.02552934716783468
1179,0.004180071315943442
1180,0.00010285542470815744
1181,0.00023477146875589905
1182,0.00010077629948238434
1183,0.00010047254818995401
1184,0.00010038351763872444
1185,0.00010866126406657572
1186,9.736276340641731e-05
1187,9.66033851753415e-05
1188,0.00010207719294858595
1189,0.00010046521626220569
1190,0.0008172920809415328
1191,0.0034231796557925545
1192,9.358367836128415e-05
1193,0.00015906617249976404
1194,0.00010995063593202997
1195,0.00011838863735209449
1196,0.00046978384370924286
1197,0.0002126761807772172
1198,9.133801363379925e-05
1199,0.00018078020023553335
1200,9.065300209845638e-05
1201,8.708863779452396e-05
1202,8.858016138218184e-05
1203,9.212462473936883e-05
1204,8.724575053198791e-05
1205,8.614072427849139e-05
1206,0.006221121840919524
1207,9.091590407914608e-05
1208,9.55601565985808e-05
1209,9.20209303326426e-05
1210,8.763957979389758e-05
1211,8.916566818379754e-05
